Fiscal Year,Month Grouping,Month (abbv),Component,Demographic,Citizenship Grouping,Title of Authority,Encounter Type,Encounter Count
2022,Remaining,JAN,Office of Field Operations,UC / Single Minors,Guatemala,Title 8,Inadmissibles,9
2022,Remaining,JAN,Office of Field Operations,UC / Single Minors,Honduras,Title 8,Inadmissibles,8
2022,Remaining,JAN,Office of Field Operations,UC / Single Minors,Mexico,Title 8,Inadmissibles,106
2022,Remaining,JAN,Office of Field Operations,UC / Single Minors,Other,Title 8,Inadmissibles,10
2022,Remaining,JAN,U.S. Border Patrol,FMUA,El Salvador,Title 42,Expulsions,469
2022,Remaining,JAN,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,828
2022,Remaining,JAN,U.S. Border Patrol,FMUA,Guatemala,Title 42,Expulsions,1319
2022,Remaining,JAN,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,317
2022,Remaining,JAN,U.S. Border Patrol,FMUA,Honduras,Title 42,Expulsions,3037
2022,Remaining,JAN,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,606
2022,Remaining,JAN,U.S. Border Patrol,FMUA,Mexico,Title 42,Expulsions,1373
2022,Remaining,JAN,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,117
2022,Remaining,JAN,U.S. Border Patrol,FMUA,Other,Title 42,Expulsions,2287
2022,Remaining,JAN,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,20066
2022,Remaining,JAN,U.S. Border Patrol,Single Adults,El Salvador,Title 42,Expulsions,3308
2022,Remaining,JAN,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,155
2022,Remaining,JAN,U.S. Border Patrol,Single Adults,Guatemala,Title 42,Expulsions,8806
2022,Remaining,JAN,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,247
2022,Remaining,JAN,U.S. Border Patrol,Single Adults,Honduras,Title 42,Expulsions,5799
2022,Remaining,JAN,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,342
2022,Remaining,JAN,U.S. Border Patrol,Single Adults,Mexico,Title 42,Expulsions,50207
2022,Remaining,JAN,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,1947
2022,Remaining,JAN,U.S. Border Patrol,Single Adults,Other,Title 42,Expulsions,920
2022,Remaining,JAN,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,37120
2022,Remaining,JAN,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 8,Apprehensions,942
2022,Remaining,JAN,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 8,Apprehensions,3057
2022,Remaining,JAN,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,1942
2022,Remaining,JAN,U.S. Border Patrol,UC / Single Minors,Mexico,Title 8,Apprehensions,2053
2022,Remaining,JAN,U.S. Border Patrol,UC / Single Minors,Other,Title 8,Apprehensions,613
2022,Remaining,JUL,Office of Field Operations,Accompanied Minors,El Salvador,Title 42,Expulsions,2
2022,Remaining,JUL,Office of Field Operations,Accompanied Minors,Guatemala,Title 42,Expulsions,3
2022,Remaining,JUL,Office of Field Operations,Accompanied Minors,Honduras,Title 42,Expulsions,21
2022,Remaining,JUL,Office of Field Operations,Accompanied Minors,Honduras,Title 8,Inadmissibles,4
2022,Remaining,JUL,Office of Field Operations,Accompanied Minors,Mexico,Title 42,Expulsions,155
2022,Remaining,JUL,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,68
2022,Remaining,JUL,Office of Field Operations,Accompanied Minors,Other,Title 42,Expulsions,15
2022,Remaining,JUL,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,4
2022,Remaining,JUL,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,264
2022,Remaining,JUL,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,278
2022,Remaining,JUL,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,1679
2022,Remaining,JUL,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,2634
2022,Remaining,JUL,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,4346
2022,Remaining,JUL,Office of Field Operations,Single Adults,El Salvador,Title 42,Expulsions,9
2022,Remaining,JUL,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,125
2022,Remaining,JUL,Office of Field Operations,Single Adults,Guatemala,Title 42,Expulsions,18
2022,Remaining,JUL,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,84
2022,Remaining,JUL,Office of Field Operations,Single Adults,Honduras,Title 42,Expulsions,42
2022,Remaining,JUL,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,454
2022,Remaining,JUL,Office of Field Operations,Single Adults,Mexico,Title 42,Expulsions,1608
2022,Remaining,JUL,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,2683
2022,Remaining,JUL,Office of Field Operations,Single Adults,Other,Title 42,Expulsions,77
2022,Remaining,JUL,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,3490
2022,Remaining,JUL,Office of Field Operations,UC / Single Minors,El Salvador,Title 8,Inadmissibles,12
2022,Remaining,JUL,Office of Field Operations,UC / Single Minors,Guatemala,Title 8,Inadmissibles,19
2022,Remaining,JUL,Office of Field Operations,UC / Single Minors,Honduras,Title 8,Inadmissibles,17
2022,Remaining,JUL,Office of Field Operations,UC / Single Minors,Mexico,Title 8,Inadmissibles,197
2022,Remaining,JUL,Office of Field Operations,UC / Single Minors,Other,Title 8,Inadmissibles,20
2022,Remaining,JUL,U.S. Border Patrol,FMUA,El Salvador,Title 42,Expulsions,722
2022,Remaining,JUL,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,1201
2022,Remaining,JUL,U.S. Border Patrol,FMUA,Guatemala,Title 42,Expulsions,3100
2022,Remaining,JUL,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,562
2022,Remaining,JUL,U.S. Border Patrol,FMUA,Honduras,Title 42,Expulsions,4346
2022,Remaining,JUL,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,1188
2022,Remaining,JUL,U.S. Border Patrol,FMUA,Mexico,Title 42,Expulsions,1445
2022,Remaining,JUL,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,282
2022,Remaining,JUL,U.S. Border Patrol,FMUA,Other,Title 42,Expulsions,305
2022,Remaining,JUL,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,29700
2022,Remaining,JUL,U.S. Border Patrol,Single Adults,El Salvador,Title 42,Expulsions,3886
2022,Remaining,JUL,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,420
2022,Remaining,JUL,U.S. Border Patrol,Single Adults,Guatemala,Title 42,Expulsions,10356
2022,Remaining,JUL,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,518
2022,Remaining,JUL,U.S. Border Patrol,Single Adults,Honduras,Title 42,Expulsions,8005
2022,Remaining,JUL,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,771
2022,Remaining,JUL,U.S. Border Patrol,Single Adults,Mexico,Title 42,Expulsions,41050
2022,Remaining,JUL,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,3877
2022,Remaining,JUL,U.S. Border Patrol,Single Adults,Other,Title 42,Expulsions,2540
2022,Remaining,JUL,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,54557
2022,Remaining,JUL,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 8,Apprehensions,1311
2022,Remaining,JUL,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 8,Apprehensions,5274
2022,Remaining,JUL,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,3813
2022,Remaining,JUL,U.S. Border Patrol,UC / Single Minors,Mexico,Title 42,Expulsions,1
2022,Remaining,JUL,U.S. Border Patrol,UC / Single Minors,Mexico,Title 8,Apprehensions,1692
2022,Remaining,JUL,U.S. Border Patrol,UC / Single Minors,Other,Title 8,Apprehensions,912
2022,Remaining,JUN,Office of Field Operations,Accompanied Minors,Guatemala,Title 8,Inadmissibles,1
2022,Remaining,JUN,Office of Field Operations,Accompanied Minors,Honduras,Title 42,Expulsions,3
2022,Remaining,JUN,Office of Field Operations,Accompanied Minors,Mexico,Title 42,Expulsions,91
2022,Remaining,JUN,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,51
2022,Remaining,JUN,Office of Field Operations,Accompanied Minors,Other,Title 42,Expulsions,16
2022,Remaining,JUN,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,8
2022,Remaining,JUN,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,265
2022,Remaining,JUN,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,292
2022,Remaining,JUN,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,1100
2022,Remaining,JUN,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,1766
2022,Remaining,JUN,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,4310
2022,Remaining,JUN,Office of Field Operations,Single Adults,El Salvador,Title 42,Expulsions,13
2022,Remaining,JUN,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,109
2022,Remaining,JUN,Office of Field Operations,Single Adults,Guatemala,Title 42,Expulsions,25
2022,Remaining,JUN,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,66
2022,Remaining,JUN,Office of Field Operations,Single Adults,Honduras,Title 42,Expulsions,11
2022,Remaining,JUN,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,335
2022,Remaining,JUN,Office of Field Operations,Single Adults,Mexico,Title 42,Expulsions,1637
2022,Remaining,JUN,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,2387
2022,Remaining,JUN,Office of Field Operations,Single Adults,Other,Title 42,Expulsions,93
2022,Remaining,JUN,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,2535
2022,Remaining,JUN,Office of Field Operations,UC / Single Minors,El Salvador,Title 8,Inadmissibles,12
2022,Remaining,JUN,Office of Field Operations,UC / Single Minors,Guatemala,Title 8,Inadmissibles,45
2022,Remaining,JUN,Office of Field Operations,UC / Single Minors,Honduras,Title 8,Inadmissibles,16
2022,Remaining,JUN,Office of Field Operations,UC / Single Minors,Mexico,Title 8,Inadmissibles,224
2022,Remaining,JUN,Office of Field Operations,UC / Single Minors,Other,Title 8,Inadmissibles,24
2022,Remaining,JUN,U.S. Border Patrol,FMUA,El Salvador,Title 42,Expulsions,1002
2022,Remaining,JUN,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,1638
2022,Remaining,JUN,U.S. Border Patrol,FMUA,Guatemala,Title 42,Expulsions,4734
2022,Remaining,JUN,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,952
2022,Remaining,JUN,U.S. Border Patrol,FMUA,Honduras,Title 42,Expulsions,6625
2022,Remaining,JUN,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,2245
2022,Remaining,JUN,U.S. Border Patrol,FMUA,Mexico,Title 42,Expulsions,1635
2022,Remaining,JUN,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,294
2022,Remaining,JUN,U.S. Border Patrol,FMUA,Other,Title 42,Expulsions,270
2022,Remaining,JUN,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,24676
2022,Remaining,JUN,U.S. Border Patrol,Single Adults,El Salvador,Title 42,Expulsions,4013
2022,Remaining,JUN,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,500
2022,Remaining,JUN,U.S. Border Patrol,Single Adults,Guatemala,Title 42,Expulsions,11709
2022,Remaining,JUN,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,556
2022,Remaining,JUN,U.S. Border Patrol,Single Adults,Honduras,Title 42,Expulsions,8672
2022,Remaining,JUN,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,764
2022,Remaining,JUN,U.S. Border Patrol,Single Adults,Mexico,Title 42,Expulsions,52277
2022,Remaining,JUN,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,4444
2022,Remaining,JUN,U.S. Border Patrol,Single Adults,Other,Title 42,Expulsions,1853
2022,Remaining,JUN,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,48611
2022,Remaining,JUN,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 8,Apprehensions,1571
2022,Remaining,JUN,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 8,Apprehensions,6268
2022,Remaining,JUN,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,4406
2022,Remaining,JUN,U.S. Border Patrol,UC / Single Minors,Mexico,Title 42,Expulsions,1
2022,Remaining,JUN,U.S. Border Patrol,UC / Single Minors,Mexico,Title 8,Apprehensions,1923
2022,Remaining,JUN,U.S. Border Patrol,UC / Single Minors,Other,Title 8,Apprehensions,760
2022,Remaining,MAR,Office of Field Operations,Accompanied Minors,El Salvador,Title 42,Expulsions,1
2022,Remaining,MAR,Office of Field Operations,Accompanied Minors,Guatemala,Title 42,Expulsions,1
2022,Remaining,MAR,Office of Field Operations,Accompanied Minors,Honduras,Title 42,Expulsions,12
2022,Remaining,MAR,Office of Field Operations,Accompanied Minors,Honduras,Title 8,Inadmissibles,1
2022,Remaining,MAR,Office of Field Operations,Accompanied Minors,Mexico,Title 42,Expulsions,175
2022,Remaining,MAR,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,41
2022,Remaining,MAR,Office of Field Operations,Accompanied Minors,Other,Title 42,Expulsions,18
2022,Remaining,MAR,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,7
2022,Remaining,MAR,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,92
2022,Remaining,MAR,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,73
2022,Remaining,MAR,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,334
2022,Remaining,MAR,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,420
2022,Remaining,MAR,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,2946
2022,Remaining,MAR,Office of Field Operations,Single Adults,El Salvador,Title 42,Expulsions,16
2022,Remaining,MAR,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,33
2022,Remaining,MAR,Office of Field Operations,Single Adults,Guatemala,Title 42,Expulsions,14
2022,Remaining,MAR,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,43
2022,Remaining,MAR,Office of Field Operations,Single Adults,Honduras,Title 42,Expulsions,22
2022,Remaining,MAR,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,116
2022,Remaining,MAR,Office of Field Operations,Single Adults,Mexico,Title 42,Expulsions,2060
2022,Remaining,MAR,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,2467
2022,Remaining,MAR,Office of Field Operations,Single Adults,Other,Title 42,Expulsions,82
2022,Remaining,MAR,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,2174
2022,Remaining,MAR,Office of Field Operations,UC / Single Minors,El Salvador,Title 8,Inadmissibles,11
2022,Remaining,MAR,Office of Field Operations,UC / Single Minors,Guatemala,Title 8,Inadmissibles,16
2022,Remaining,MAR,Office of Field Operations,UC / Single Minors,Honduras,Title 8,Inadmissibles,19
2022,Remaining,MAR,Office of Field Operations,UC / Single Minors,Mexico,Title 8,Inadmissibles,172
2022,Remaining,MAR,Office of Field Operations,UC / Single Minors,Other,Title 8,Inadmissibles,27
2022,Remaining,MAR,U.S. Border Patrol,FMUA,El Salvador,Title 42,Expulsions,568
2022,Remaining,MAR,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,1254
2022,Remaining,MAR,U.S. Border Patrol,FMUA,Guatemala,Title 42,Expulsions,1976
2022,Remaining,MAR,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,317
2022,Remaining,MAR,U.S. Border Patrol,FMUA,Honduras,Title 42,Expulsions,2868
2022,Remaining,MAR,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,816
2022,Remaining,MAR,U.S. Border Patrol,FMUA,Mexico,Title 42,Expulsions,1944
2022,Remaining,MAR,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,172
2022,Remaining,MAR,U.S. Border Patrol,FMUA,Other,Title 42,Expulsions,571
2022,Remaining,MAR,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,23566
2022,Remaining,MAR,U.S. Border Patrol,Single Adults,El Salvador,Title 42,Expulsions,4740
2022,Remaining,MAR,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,219
2022,Remaining,MAR,U.S. Border Patrol,Single Adults,Guatemala,Title 42,Expulsions,13045
2022,Remaining,MAR,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,435
2022,Remaining,MAR,U.S. Border Patrol,Single Adults,Honduras,Title 42,Expulsions,8113
2022,Remaining,MAR,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,528
2022,Remaining,MAR,U.S. Border Patrol,Single Adults,Mexico,Title 42,Expulsions,73562
2022,Remaining,MAR,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,4272
2022,Remaining,MAR,U.S. Border Patrol,Single Adults,Other,Title 42,Expulsions,2293
2022,Remaining,MAR,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,56030
2022,Remaining,MAR,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 8,Apprehensions,1469
2022,Remaining,MAR,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 8,Apprehensions,5472
2022,Remaining,MAR,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,3384
2022,Remaining,MAR,U.S. Border Patrol,UC / Single Minors,Mexico,Title 8,Apprehensions,2847
2022,Remaining,MAR,U.S. Border Patrol,UC / Single Minors,Other,Title 8,Apprehensions,720
2022,Remaining,MAY,Office of Field Operations,Accompanied Minors,El Salvador,Title 8,Inadmissibles,1
2022,Remaining,MAY,Office of Field Operations,Accompanied Minors,Guatemala,Title 42,Expulsions,2
2022,Remaining,MAY,Office of Field Operations,Accompanied Minors,Guatemala,Title 8,Inadmissibles,1
2022,Remaining,MAY,Office of Field Operations,Accompanied Minors,Honduras,Title 42,Expulsions,2
2022,Remaining,MAY,Office of Field Operations,Accompanied Minors,Mexico,Title 42,Expulsions,128
2022,Remaining,MAY,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,33
2022,Remaining,MAY,Office of Field Operations,Accompanied Minors,Other,Title 42,Expulsions,64
2022,Remaining,MAY,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,4
2022,Remaining,MAY,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,438
2022,Remaining,MAY,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,251
2022,Remaining,MAY,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,1309
2022,Remaining,MAY,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,2180
2022,Remaining,MAY,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,4212
2022,Remaining,MAY,Office of Field Operations,Single Adults,El Salvador,Title 42,Expulsions,9
2022,Remaining,MAY,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,155
2022,Remaining,MAY,Office of Field Operations,Single Adults,Guatemala,Title 42,Expulsions,24
2022,Remaining,MAY,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,86
2022,Remaining,MAY,Office of Field Operations,Single Adults,Honduras,Title 42,Expulsions,9
2022,Remaining,MAY,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,386
2022,Remaining,MAY,Office of Field Operations,Single Adults,Mexico,Title 42,Expulsions,1784
2022,Remaining,MAY,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,2550
2022,Remaining,MAY,Office of Field Operations,Single Adults,Other,Title 42,Expulsions,155
2022,Remaining,MAY,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,2728
2022,Remaining,MAY,Office of Field Operations,UC / Single Minors,El Salvador,Title 8,Inadmissibles,6
2022,Remaining,MAY,Office of Field Operations,UC / Single Minors,Guatemala,Title 8,Inadmissibles,28
2022,Remaining,MAY,Office of Field Operations,UC / Single Minors,Honduras,Title 8,Inadmissibles,25
2022,Remaining,MAY,Office of Field Operations,UC / Single Minors,Mexico,Title 8,Inadmissibles,172
2022,Remaining,MAY,Office of Field Operations,UC / Single Minors,Other,Title 8,Inadmissibles,24
2022,Remaining,MAY,U.S. Border Patrol,FMUA,El Salvador,Title 42,Expulsions,806
2022,Remaining,MAY,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,1404
2022,Remaining,MAY,U.S. Border Patrol,FMUA,Guatemala,Title 42,Expulsions,1745
2022,Remaining,MAY,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,1120
2022,Remaining,MAY,U.S. Border Patrol,FMUA,Honduras,Title 42,Expulsions,3825
2022,Remaining,MAY,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,1865
2022,Remaining,MAY,U.S. Border Patrol,FMUA,Mexico,Title 42,Expulsions,1930
2022,Remaining,MAY,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,327
2022,Remaining,MAY,U.S. Border Patrol,FMUA,Other,Title 42,Expulsions,2384
2022,Remaining,MAY,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,35760
2022,Remaining,MAY,U.S. Border Patrol,Single Adults,El Salvador,Title 42,Expulsions,4213
2022,Remaining,MAY,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,338
2022,Remaining,MAY,U.S. Border Patrol,Single Adults,Guatemala,Title 42,Expulsions,11912
2022,Remaining,MAY,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,477
2022,Remaining,MAY,U.S. Border Patrol,Single Adults,Honduras,Title 42,Expulsions,7902
2022,Remaining,MAY,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,669
2022,Remaining,MAY,U.S. Border Patrol,Single Adults,Mexico,Title 42,Expulsions,61220
2022,Remaining,MAY,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,4841
2022,Remaining,MAY,U.S. Border Patrol,Single Adults,Other,Title 42,Expulsions,7659
2022,Remaining,MAY,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,59553
2022,Remaining,MAY,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 8,Apprehensions,1610
2022,Remaining,MAY,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 8,Apprehensions,5822
2022,Remaining,MAY,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,3738
2022,Remaining,MAY,U.S. Border Patrol,UC / Single Minors,Mexico,Title 42,Expulsions,1
2022,Remaining,MAY,U.S. Border Patrol,UC / Single Minors,Mexico,Title 8,Apprehensions,2287
2022,Remaining,MAY,U.S. Border Patrol,UC / Single Minors,Other,Title 8,Apprehensions,962
2022,FYTD,NOV,Office of Field Operations,Accompanied Minors,Guatemala,Title 42,Expulsions,2
2022,FYTD,NOV,Office of Field Operations,Accompanied Minors,Guatemala,Title 8,Inadmissibles,1
2022,FYTD,NOV,Office of Field Operations,Accompanied Minors,Honduras,Title 42,Expulsions,4
2022,FYTD,NOV,Office of Field Operations,Accompanied Minors,Honduras,Title 8,Inadmissibles,4
2022,FYTD,NOV,Office of Field Operations,Accompanied Minors,Mexico,Title 42,Expulsions,207
2022,FYTD,NOV,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,73
2022,FYTD,NOV,Office of Field Operations,Accompanied Minors,Other,Title 42,Expulsions,10
2022,FYTD,NOV,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,2
2022,FYTD,NOV,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,38
2022,FYTD,NOV,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,23
2022,FYTD,NOV,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,104
2022,FYTD,NOV,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,447
2022,FYTD,NOV,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,1170
2022,FYTD,NOV,Office of Field Operations,Single Adults,El Salvador,Title 42,Expulsions,9
2022,FYTD,NOV,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,29
2022,FYTD,NOV,Office of Field Operations,Single Adults,Guatemala,Title 42,Expulsions,27
2022,FYTD,NOV,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,24
2022,FYTD,NOV,Office of Field Operations,Single Adults,Honduras,Title 42,Expulsions,21
2022,FYTD,NOV,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,45
2022,FYTD,NOV,Office of Field Operations,Single Adults,Mexico,Title 42,Expulsions,1993
2022,FYTD,NOV,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,1830
2022,FYTD,NOV,Office of Field Operations,Single Adults,Other,Title 42,Expulsions,64
2022,FYTD,NOV,Office of Field Operations,Single Adults,Other,Title 8,Inadmissibles,1519
2022,FYTD,NOV,Office of Field Operations,UC / Single Minors,El Salvador,Title 8,Inadmissibles,2
2022,FYTD,NOV,Office of Field Operations,UC / Single Minors,Guatemala,Title 8,Inadmissibles,13
2022,FYTD,NOV,Office of Field Operations,UC / Single Minors,Honduras,Title 8,Inadmissibles,10
2022,FYTD,NOV,Office of Field Operations,UC / Single Minors,Mexico,Title 8,Inadmissibles,143
2022,FYTD,NOV,Office of Field Operations,UC / Single Minors,Other,Title 8,Inadmissibles,16
2022,FYTD,NOV,U.S. Border Patrol,FMUA,El Salvador,Title 42,Expulsions,1216
2022,FYTD,NOV,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,2619
2022,FYTD,NOV,U.S. Border Patrol,FMUA,Guatemala,Title 42,Expulsions,2851
2022,FYTD,NOV,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,738
2022,FYTD,NOV,U.S. Border Patrol,FMUA,Honduras,Title 42,Expulsions,5198
2022,FYTD,NOV,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,3403
2022,FYTD,NOV,U.S. Border Patrol,FMUA,Mexico,Title 42,Expulsions,1848
2022,FYTD,NOV,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,140
2022,FYTD,NOV,U.S. Border Patrol,FMUA,Other,Title 42,Expulsions,507
2022,FYTD,NOV,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,24759
2022,FYTD,NOV,U.S. Border Patrol,Single Adults,El Salvador,Title 42,Expulsions,3825
2022,FYTD,NOV,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,195
2022,FYTD,NOV,U.S. Border Patrol,Single Adults,Guatemala,Title 42,Expulsions,10439
2022,FYTD,NOV,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,361
2022,FYTD,NOV,U.S. Border Patrol,Single Adults,Honduras,Title 42,Expulsions,7418
2022,FYTD,NOV,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,535
2022,FYTD,NOV,U.S. Border Patrol,Single Adults,Mexico,Title 42,Expulsions,53124
2022,FYTD,NOV,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,2002
2022,FYTD,NOV,U.S. Border Patrol,Single Adults,Other,Title 42,Expulsions,1423
2022,FYTD,NOV,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,30669
