Fiscal Year,Month Grouping,Month (abbv),Land Border Region,State,Demographic,Citizenship,Title of Authority,Encounter Count
2021,Remaining,DEC,Southwest Land Border,TX,Single Adults,MYANMAR (BURMA),Title 8,1
2021,Remaining,DEC,Southwest Land Border,TX,Single Adults,NICARAGUA,Title 42,62
2021,Remaining,DEC,Southwest Land Border,TX,Single Adults,NICARAGUA,Title 8,286
2021,Remaining,DEC,Southwest Land Border,TX,Single Adults,OTHER,Title 42,20
2021,Remaining,DEC,Southwest Land Border,TX,Single Adults,OTHER,Title 8,111
2021,Remaining,DEC,Southwest Land Border,TX,Single Adults,PERU,Title 42,6
2021,Remaining,DEC,Southwest Land Border,TX,Single Adults,PERU,Title 8,32
2021,Remaining,DEC,Southwest Land Border,TX,Single Adults,ROMANIA,Title 8,2
2021,Remaining,DEC,Southwest Land Border,TX,Single Adults,RUSSIA,Title 8,1
2021,Remaining,DEC,Southwest Land Border,TX,Single Adults,TURKEY,Title 8,1
2021,Remaining,DEC,Southwest Land Border,TX,Single Adults,VENEZUELA,Title 42,7
2021,Remaining,DEC,Southwest Land Border,TX,Single Adults,VENEZUELA,Title 8,42
2021,Remaining,DEC,Southwest Land Border,TX,UC / Single Minors,BRAZIL,Title 8,1
2021,Remaining,DEC,Southwest Land Border,TX,UC / Single Minors,CUBA,Title 8,2
2021,Remaining,DEC,Southwest Land Border,TX,UC / Single Minors,ECUADOR,Title 8,130
2021,Remaining,DEC,Southwest Land Border,TX,UC / Single Minors,EL SALVADOR,Title 8,337
2021,Remaining,DEC,Southwest Land Border,TX,UC / Single Minors,GUATEMALA,Title 8,1088
2021,Remaining,DEC,Southwest Land Border,TX,UC / Single Minors,HAITI,Title 8,1
2021,Remaining,DEC,Southwest Land Border,TX,UC / Single Minors,HONDURAS,Title 8,891
2021,Remaining,DEC,Southwest Land Border,TX,UC / Single Minors,MEXICO,Title 8,769
2021,Remaining,DEC,Southwest Land Border,TX,UC / Single Minors,NICARAGUA,Title 8,29
2021,Remaining,DEC,Southwest Land Border,TX,UC / Single Minors,OTHER,Title 8,4
2021,Remaining,DEC,Southwest Land Border,TX,UC / Single Minors,PERU,Title 8,2
2021,Remaining,FEB,Northern Land Border,ID,Single Adults,HONDURAS,Title 8,1
2021,Remaining,FEB,Northern Land Border,ME,Accompanied Minors,INDIA,Title 42,1
2021,Remaining,FEB,Northern Land Border,ME,Single Adults,CANADA,Title 42,7
2021,Remaining,FEB,Northern Land Border,ME,Single Adults,CANADA,Title 8,250
2021,Remaining,FEB,Northern Land Border,ME,Single Adults,INDIA,Title 42,3
2021,Remaining,FEB,Northern Land Border,ME,Single Adults,MEXICO,Title 42,1
2021,Remaining,FEB,Northern Land Border,ME,Single Adults,OTHER,Title 42,7
2021,Remaining,FEB,Northern Land Border,ME,Single Adults,OTHER,Title 8,2
2021,Remaining,FEB,Northern Land Border,ME,Single Adults,PHILIPPINES,Title 8,4
2021,Remaining,FEB,Northern Land Border,MI,Accompanied Minors,CANADA,Title 42,2
2021,Remaining,FEB,Northern Land Border,MI,Accompanied Minors,OTHER,Title 8,1
2021,Remaining,FEB,Northern Land Border,MI,FMUA,CANADA,Title 8,2
2021,Remaining,FEB,Northern Land Border,MI,Single Adults,CANADA,Title 42,10
2021,Remaining,FEB,Northern Land Border,MI,Single Adults,CANADA,Title 8,97
2021,Remaining,FEB,Northern Land Border,MI,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,2
2021,Remaining,FEB,Northern Land Border,MI,Single Adults,GUATEMALA,Title 8,2
2021,Remaining,FEB,Northern Land Border,MI,Single Adults,HONDURAS,Title 8,2
2021,Remaining,FEB,Northern Land Border,MI,Single Adults,INDIA,Title 42,5
2021,Remaining,FEB,Northern Land Border,MI,Single Adults,INDIA,Title 8,12
2021,Remaining,FEB,Northern Land Border,MI,Single Adults,MEXICO,Title 42,1
2021,Remaining,FEB,Northern Land Border,MI,Single Adults,MEXICO,Title 8,2
2021,Remaining,FEB,Northern Land Border,MI,Single Adults,OTHER,Title 42,3
2021,Remaining,FEB,Northern Land Border,MI,Single Adults,OTHER,Title 8,5
2021,Remaining,FEB,Northern Land Border,MI,Single Adults,RUSSIA,Title 42,1
2021,Remaining,FEB,Northern Land Border,MN,Single Adults,INDIA,Title 8,6
2021,Remaining,FEB,Northern Land Border,MN,Single Adults,MEXICO,Title 8,2
2021,Remaining,FEB,Northern Land Border,MT,Single Adults,CANADA,Title 42,5
2021,Remaining,FEB,Northern Land Border,MT,Single Adults,CANADA,Title 8,7
2021,Remaining,FEB,Northern Land Border,MT,Single Adults,COLOMBIA,Title 42,1
2021,Remaining,FEB,Northern Land Border,MT,Single Adults,INDIA,Title 42,9
2021,Remaining,FEB,Northern Land Border,MT,Single Adults,MEXICO,Title 42,1
2021,Remaining,FEB,Northern Land Border,MT,Single Adults,OTHER,Title 42,4
2021,Remaining,FEB,Northern Land Border,ND,Single Adults,CANADA,Title 42,4
2021,Remaining,FEB,Northern Land Border,ND,Single Adults,CANADA,Title 8,6
2021,Remaining,FEB,Northern Land Border,ND,Single Adults,HONDURAS,Title 8,3
2021,Remaining,FEB,Northern Land Border,ND,Single Adults,INDIA,Title 42,12
2021,Remaining,FEB,Northern Land Border,ND,Single Adults,MEXICO,Title 8,2
2021,Remaining,FEB,Northern Land Border,ND,Single Adults,OTHER,Title 42,3
2021,Remaining,FEB,Northern Land Border,ND,Single Adults,OTHER,Title 8,3
2021,Remaining,FEB,Northern Land Border,ND,Single Adults,PHILIPPINES,Title 42,2
2021,Remaining,FEB,Northern Land Border,NY,Accompanied Minors,"CHINA, PEOPLES REPUBLIC OF",Title 42,1
2021,Remaining,FEB,Northern Land Border,NY,Accompanied Minors,COLOMBIA,Title 42,1
2021,Remaining,FEB,Northern Land Border,NY,Accompanied Minors,MEXICO,Title 42,2
2021,Remaining,FEB,Northern Land Border,NY,Accompanied Minors,OTHER,Title 42,4
2021,Remaining,FEB,Northern Land Border,NY,FMUA,BRAZIL,Title 8,1
2021,Remaining,FEB,Northern Land Border,NY,FMUA,COLOMBIA,Title 8,3
2021,Remaining,FEB,Northern Land Border,NY,FMUA,GUATEMALA,Title 8,2
2021,Remaining,FEB,Northern Land Border,NY,FMUA,OTHER,Title 8,4
2021,Remaining,FEB,Northern Land Border,NY,Single Adults,CANADA,Title 42,12
2021,Remaining,FEB,Northern Land Border,NY,Single Adults,CANADA,Title 8,246
2021,Remaining,FEB,Northern Land Border,NY,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 42,1
2021,Remaining,FEB,Northern Land Border,NY,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,4
2021,Remaining,FEB,Northern Land Border,NY,Single Adults,COLOMBIA,Title 42,6
2021,Remaining,FEB,Northern Land Border,NY,Single Adults,CUBA,Title 8,1
2021,Remaining,FEB,Northern Land Border,NY,Single Adults,ECUADOR,Title 8,1
2021,Remaining,FEB,Northern Land Border,NY,Single Adults,EL SALVADOR,Title 8,4
2021,Remaining,FEB,Northern Land Border,NY,Single Adults,GUATEMALA,Title 8,4
2021,Remaining,FEB,Northern Land Border,NY,Single Adults,HAITI,Title 42,2
2021,Remaining,FEB,Northern Land Border,NY,Single Adults,HONDURAS,Title 8,2
2021,Remaining,FEB,Northern Land Border,NY,Single Adults,INDIA,Title 42,22
2021,Remaining,FEB,Northern Land Border,NY,Single Adults,INDIA,Title 8,6
2021,Remaining,FEB,Northern Land Border,NY,Single Adults,MEXICO,Title 42,9
2021,Remaining,FEB,Northern Land Border,NY,Single Adults,MEXICO,Title 8,5
2021,Remaining,FEB,Northern Land Border,NY,Single Adults,OTHER,Title 42,71
2021,Remaining,FEB,Northern Land Border,NY,Single Adults,OTHER,Title 8,21
2021,Remaining,FEB,Northern Land Border,NY,Single Adults,PHILIPPINES,Title 42,1
2021,Remaining,FEB,Northern Land Border,NY,Single Adults,PHILIPPINES,Title 8,2
2021,Remaining,FEB,Northern Land Border,NY,Single Adults,ROMANIA,Title 8,2
2021,Remaining,FEB,Northern Land Border,NY,Single Adults,UKRAINE,Title 42,1
2021,Remaining,FEB,Northern Land Border,NY,Single Adults,VENEZUELA,Title 8,2
2021,Remaining,FEB,Northern Land Border,NY,UC / Single Minors,CANADA,Title 8,1
2021,Remaining,FEB,Northern Land Border,PA,Single Adults,MEXICO,Title 8,1
2021,Remaining,FEB,Northern Land Border,VT,Accompanied Minors,CANADA,Title 8,8
2021,Remaining,FEB,Northern Land Border,VT,Accompanied Minors,COLOMBIA,Title 8,1
2021,Remaining,FEB,Northern Land Border,VT,Accompanied Minors,OTHER,Title 42,8
2021,Remaining,FEB,Northern Land Border,VT,Accompanied Minors,OTHER,Title 8,4
2021,Remaining,FEB,Northern Land Border,VT,Single Adults,BRAZIL,Title 42,2
2021,Remaining,FEB,Northern Land Border,VT,Single Adults,CANADA,Title 42,3
2021,Remaining,FEB,Northern Land Border,VT,Single Adults,CANADA,Title 8,268
2021,Remaining,FEB,Northern Land Border,VT,Single Adults,COLOMBIA,Title 42,4
2021,Remaining,FEB,Northern Land Border,VT,Single Adults,CUBA,Title 42,2
2021,Remaining,FEB,Northern Land Border,VT,Single Adults,ECUADOR,Title 8,1
2021,Remaining,FEB,Northern Land Border,VT,Single Adults,INDIA,Title 42,9
2021,Remaining,FEB,Northern Land Border,VT,Single Adults,INDIA,Title 8,1
2021,Remaining,FEB,Northern Land Border,VT,Single Adults,MEXICO,Title 42,1
2021,Remaining,FEB,Northern Land Border,VT,Single Adults,OTHER,Title 42,49
2021,Remaining,FEB,Northern Land Border,WA,FMUA,CANADA,Title 8,3
2021,Remaining,FEB,Northern Land Border,WA,FMUA,"CHINA, PEOPLES REPUBLIC OF",Title 8,30
2021,Remaining,FEB,Northern Land Border,WA,FMUA,INDIA,Title 8,7
2021,Remaining,FEB,Northern Land Border,WA,FMUA,OTHER,Title 8,7
2021,Remaining,FEB,Northern Land Border,WA,FMUA,PHILIPPINES,Title 8,7
2021,Remaining,FEB,Northern Land Border,WA,Single Adults,BRAZIL,Title 8,1
2021,Remaining,FEB,Northern Land Border,WA,Single Adults,CANADA,Title 42,1
2021,Remaining,FEB,Northern Land Border,WA,Single Adults,CANADA,Title 8,35
2021,Remaining,FEB,Northern Land Border,WA,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,20
2021,Remaining,FEB,Northern Land Border,WA,Single Adults,COLOMBIA,Title 8,1
2021,Remaining,FEB,Northern Land Border,WA,Single Adults,CUBA,Title 8,2
2021,Remaining,FEB,Northern Land Border,WA,Single Adults,EL SALVADOR,Title 42,2
2021,Remaining,FEB,Northern Land Border,WA,Single Adults,GUATEMALA,Title 8,5
2021,Remaining,FEB,Northern Land Border,WA,Single Adults,HONDURAS,Title 8,1
2021,Remaining,FEB,Northern Land Border,WA,Single Adults,INDIA,Title 42,2
2021,Remaining,FEB,Northern Land Border,WA,Single Adults,INDIA,Title 8,93
2021,Remaining,FEB,Northern Land Border,WA,Single Adults,MEXICO,Title 8,6
2021,Remaining,FEB,Northern Land Border,WA,Single Adults,OTHER,Title 42,1
2021,Remaining,FEB,Northern Land Border,WA,Single Adults,OTHER,Title 8,50
2021,Remaining,FEB,Northern Land Border,WA,Single Adults,PHILIPPINES,Title 8,4
2021,Remaining,FEB,Northern Land Border,WA,Single Adults,RUSSIA,Title 8,1
2021,Remaining,FEB,Northern Land Border,WA,Single Adults,VENEZUELA,Title 8,1
2021,Remaining,FEB,Other,AK,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,16
2021,Remaining,FEB,Other,AK,Single Adults,INDIA,Title 8,4
2021,Remaining,FEB,Other,AK,Single Adults,MYANMAR (BURMA),Title 8,12
2021,Remaining,FEB,Other,AK,Single Adults,OTHER,Title 8,17
2021,Remaining,FEB,Other,AK,Single Adults,PHILIPPINES,Title 8,26
2021,Remaining,FEB,Other,AK,Single Adults,RUSSIA,Title 8,15
2021,Remaining,FEB,Other,AK,Single Adults,UKRAINE,Title 8,7
2021,Remaining,FEB,Other,AL,Single Adults,BRAZIL,Title 8,1
2021,Remaining,FEB,Other,AL,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,67
2021,Remaining,FEB,Other,AL,Single Adults,GUATEMALA,Title 8,9
2021,Remaining,FEB,Other,AL,Single Adults,HONDURAS,Title 8,4
2021,Remaining,FEB,Other,AL,Single Adults,INDIA,Title 8,19
2021,Remaining,FEB,Other,AL,Single Adults,MEXICO,Title 8,6
2021,Remaining,FEB,Other,AL,Single Adults,MYANMAR (BURMA),Title 8,11
2021,Remaining,FEB,Other,AL,Single Adults,OTHER,Title 8,24
2021,Remaining,FEB,Other,AL,Single Adults,PHILIPPINES,Title 8,154
2021,Remaining,FEB,Other,AL,Single Adults,ROMANIA,Title 8,1
2021,Remaining,FEB,Other,AL,Single Adults,RUSSIA,Title 8,25
2021,Remaining,FEB,Other,AL,Single Adults,TURKEY,Title 8,1
2021,Remaining,FEB,Other,AL,Single Adults,UKRAINE,Title 8,7
2021,Remaining,FEB,Other,AL,UC / Single Minors,GUATEMALA,Title 8,2
2021,Remaining,FEB,Other,AZ,Single Adults,MEXICO,Title 8,9
2021,Remaining,FEB,Other,CA,FMUA,CANADA,Title 8,2
2021,Remaining,FEB,Other,CA,FMUA,COLOMBIA,Title 8,2
2021,Remaining,FEB,Other,CA,FMUA,INDIA,Title 8,2
2021,Remaining,FEB,Other,CA,FMUA,MEXICO,Title 8,21
2021,Remaining,FEB,Other,CA,FMUA,OTHER,Title 8,3
2021,Remaining,FEB,Other,CA,Single Adults,BRAZIL,Title 8,11
2021,Remaining,FEB,Other,CA,Single Adults,CANADA,Title 8,3
2021,Remaining,FEB,Other,CA,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,168
2021,Remaining,FEB,Other,CA,Single Adults,COLOMBIA,Title 8,33
2021,Remaining,FEB,Other,CA,Single Adults,ECUADOR,Title 8,2
2021,Remaining,FEB,Other,CA,Single Adults,EL SALVADOR,Title 8,13
2021,Remaining,FEB,Other,CA,Single Adults,GUATEMALA,Title 8,17
2021,Remaining,FEB,Other,CA,Single Adults,HONDURAS,Title 8,2
2021,Remaining,FEB,Other,CA,Single Adults,INDIA,Title 8,108
2021,Remaining,FEB,Other,CA,Single Adults,MEXICO,Title 8,417
2021,Remaining,FEB,Other,CA,Single Adults,MYANMAR (BURMA),Title 8,34
2021,Remaining,FEB,Other,CA,Single Adults,NICARAGUA,Title 8,5
2021,Remaining,FEB,Other,CA,Single Adults,OTHER,Title 8,292
2021,Remaining,FEB,Other,CA,Single Adults,PERU,Title 8,5
2021,Remaining,FEB,Other,CA,Single Adults,PHILIPPINES,Title 8,345
2021,Remaining,FEB,Other,CA,Single Adults,ROMANIA,Title 8,14
2021,Remaining,FEB,Other,CA,Single Adults,RUSSIA,Title 8,123
2021,Remaining,FEB,Other,CA,Single Adults,TURKEY,Title 8,7
2021,Remaining,FEB,Other,CA,Single Adults,UKRAINE,Title 8,44
2021,Remaining,FEB,Other,CA,Single Adults,VENEZUELA,Title 8,4
2021,Remaining,FEB,Other,CA,UC / Single Minors,INDIA,Title 8,1
2021,Remaining,FEB,Other,CO,FMUA,MEXICO,Title 8,3
2021,Remaining,FEB,Other,CO,Single Adults,MEXICO,Title 8,28
2021,Remaining,FEB,Other,CO,Single Adults,OTHER,Title 8,2
2021,Remaining,FEB,Other,CO,Single Adults,VENEZUELA,Title 8,2
2021,Remaining,FEB,Other,CT,Single Adults,PHILIPPINES,Title 8,2
2021,Remaining,FEB,Other,CT,Single Adults,ROMANIA,Title 8,1
2021,Remaining,FEB,Other,CT,Single Adults,RUSSIA,Title 8,2
2021,Remaining,FEB,Other,CT,Single Adults,UKRAINE,Title 8,2
2021,Remaining,FEB,Other,DC,FMUA,CANADA,Title 8,11
2021,Remaining,FEB,Other,DC,FMUA,MEXICO,Title 8,1
2021,Remaining,FEB,Other,DC,FMUA,OTHER,Title 8,6
2021,Remaining,FEB,Other,DC,FMUA,VENEZUELA,Title 8,1
2021,Remaining,FEB,Other,DC,Single Adults,CANADA,Title 8,325
2021,Remaining,FEB,Other,DC,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,2
2021,Remaining,FEB,Other,DC,Single Adults,COLOMBIA,Title 8,4
2021,Remaining,FEB,Other,DC,Single Adults,EL SALVADOR,Title 8,3
2021,Remaining,FEB,Other,DC,Single Adults,GUATEMALA,Title 8,9
2021,Remaining,FEB,Other,DC,Single Adults,HAITI,Title 8,1
2021,Remaining,FEB,Other,DC,Single Adults,HONDURAS,Title 8,5
2021,Remaining,FEB,Other,DC,Single Adults,INDIA,Title 8,4
2021,Remaining,FEB,Other,DC,Single Adults,MEXICO,Title 8,5
2021,Remaining,FEB,Other,DC,Single Adults,OTHER,Title 8,124
2021,Remaining,FEB,Other,DC,Single Adults,PERU,Title 8,2
2021,Remaining,FEB,Other,DC,Single Adults,PHILIPPINES,Title 8,4
2021,Remaining,FEB,Other,DC,Single Adults,RUSSIA,Title 8,3
2021,Remaining,FEB,Other,DC,Single Adults,TURKEY,Title 8,5
2021,Remaining,FEB,Other,DC,Single Adults,UKRAINE,Title 8,2
2021,Remaining,FEB,Other,DC,Single Adults,VENEZUELA,Title 8,2
2021,Remaining,FEB,Other,DC,UC / Single Minors,CANADA,Title 8,5
2021,Remaining,FEB,Other,DC,UC / Single Minors,OTHER,Title 8,4
2021,Remaining,FEB,Other,DE,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,6
2021,Remaining,FEB,Other,DE,Single Adults,INDIA,Title 8,30
2021,Remaining,FEB,Other,DE,Single Adults,OTHER,Title 8,38
2021,Remaining,FEB,Other,DE,Single Adults,PERU,Title 8,1
2021,Remaining,FEB,Other,DE,Single Adults,PHILIPPINES,Title 8,80
2021,Remaining,FEB,Other,DE,Single Adults,RUSSIA,Title 8,65
2021,Remaining,FEB,Other,DE,Single Adults,TURKEY,Title 8,28
2021,Remaining,FEB,Other,DE,Single Adults,UKRAINE,Title 8,43
2021,Remaining,FEB,Other,FL,FMUA,COLOMBIA,Title 8,4
2021,Remaining,FEB,Other,FL,FMUA,CUBA,Title 8,2
2021,Remaining,FEB,Other,FL,FMUA,ECUADOR,Title 8,3
2021,Remaining,FEB,Other,FL,FMUA,GUATEMALA,Title 8,2
2021,Remaining,FEB,Other,FL,FMUA,HAITI,Title 8,4
2021,Remaining,FEB,Other,FL,FMUA,TURKEY,Title 8,2
2021,Remaining,FEB,Other,FL,FMUA,VENEZUELA,Title 8,14
2021,Remaining,FEB,Other,FL,Single Adults,BRAZIL,Title 8,38
2021,Remaining,FEB,Other,FL,Single Adults,CANADA,Title 8,6
2021,Remaining,FEB,Other,FL,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,46
2021,Remaining,FEB,Other,FL,Single Adults,COLOMBIA,Title 8,128
2021,Remaining,FEB,Other,FL,Single Adults,CUBA,Title 8,25
2021,Remaining,FEB,Other,FL,Single Adults,ECUADOR,Title 8,26
2021,Remaining,FEB,Other,FL,Single Adults,EL SALVADOR,Title 8,4
2021,Remaining,FEB,Other,FL,Single Adults,GUATEMALA,Title 8,13
2021,Remaining,FEB,Other,FL,Single Adults,HAITI,Title 8,21
2021,Remaining,FEB,Other,FL,Single Adults,HONDURAS,Title 8,18
2021,Remaining,FEB,Other,FL,Single Adults,INDIA,Title 8,81
2021,Remaining,FEB,Other,FL,Single Adults,MEXICO,Title 8,22
2021,Remaining,FEB,Other,FL,Single Adults,MYANMAR (BURMA),Title 8,3
2021,Remaining,FEB,Other,FL,Single Adults,NICARAGUA,Title 8,21
2021,Remaining,FEB,Other,FL,Single Adults,OTHER,Title 8,398
2021,Remaining,FEB,Other,FL,Single Adults,PERU,Title 8,32
2021,Remaining,FEB,Other,FL,Single Adults,PHILIPPINES,Title 8,139
2021,Remaining,FEB,Other,FL,Single Adults,ROMANIA,Title 8,8
2021,Remaining,FEB,Other,FL,Single Adults,RUSSIA,Title 8,48
2021,Remaining,FEB,Other,FL,Single Adults,TURKEY,Title 8,6
2021,Remaining,FEB,Other,FL,Single Adults,UKRAINE,Title 8,38
2021,Remaining,FEB,Other,FL,Single Adults,VENEZUELA,Title 8,60
2021,Remaining,FEB,Other,FL,UC / Single Minors,BRAZIL,Title 8,2
2021,Remaining,FEB,Other,FL,UC / Single Minors,COLOMBIA,Title 8,2
2021,Remaining,FEB,Other,FL,UC / Single Minors,HAITI,Title 8,2
2021,Remaining,FEB,Other,FL,UC / Single Minors,OTHER,Title 8,5
2021,Remaining,FEB,Other,GA,FMUA,MEXICO,Title 8,7
2021,Remaining,FEB,Other,GA,FMUA,OTHER,Title 8,1
2021,Remaining,FEB,Other,GA,FMUA,VENEZUELA,Title 8,1
2021,Remaining,FEB,Other,GA,Single Adults,BRAZIL,Title 8,3
2021,Remaining,FEB,Other,GA,Single Adults,CANADA,Title 8,1
2021,Remaining,FEB,Other,GA,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,52
2021,Remaining,FEB,Other,GA,Single Adults,COLOMBIA,Title 8,38
2021,Remaining,FEB,Other,GA,Single Adults,ECUADOR,Title 8,5
2021,Remaining,FEB,Other,GA,Single Adults,EL SALVADOR,Title 8,2
2021,Remaining,FEB,Other,GA,Single Adults,GUATEMALA,Title 8,1
2021,Remaining,FEB,Other,GA,Single Adults,HONDURAS,Title 8,1
2021,Remaining,FEB,Other,GA,Single Adults,INDIA,Title 8,27
2021,Remaining,FEB,Other,GA,Single Adults,MEXICO,Title 8,61
2021,Remaining,FEB,Other,GA,Single Adults,OTHER,Title 8,97
2021,Remaining,FEB,Other,GA,Single Adults,PERU,Title 8,5
2021,Remaining,FEB,Other,GA,Single Adults,PHILIPPINES,Title 8,85
2021,Remaining,FEB,Other,GA,Single Adults,ROMANIA,Title 8,3
2021,Remaining,FEB,Other,GA,Single Adults,RUSSIA,Title 8,13
2021,Remaining,FEB,Other,GA,Single Adults,TURKEY,Title 8,2
2021,Remaining,FEB,Other,GA,Single Adults,UKRAINE,Title 8,7
2021,Remaining,FEB,Other,GA,Single Adults,VENEZUELA,Title 8,7
2021,Remaining,FEB,Other,GU,Single Adults,PHILIPPINES,Title 8,7
2021,Remaining,FEB,Other,HI,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,4
2021,Remaining,FEB,Other,HI,Single Adults,INDIA,Title 8,4
2021,Remaining,FEB,Other,HI,Single Adults,MYANMAR (BURMA),Title 8,1
2021,Remaining,FEB,Other,HI,Single Adults,OTHER,Title 8,11
2021,Remaining,FEB,Other,HI,Single Adults,PHILIPPINES,Title 8,34
2021,Remaining,FEB,Other,HI,Single Adults,RUSSIA,Title 8,5
2021,Remaining,FEB,Other,HI,Single Adults,UKRAINE,Title 8,12
2021,Remaining,FEB,Other,IL,FMUA,INDIA,Title 8,5
2021,Remaining,FEB,Other,IL,FMUA,MEXICO,Title 8,28
2021,Remaining,FEB,Other,IL,FMUA,OTHER,Title 8,2
2021,Remaining,FEB,Other,IL,FMUA,VENEZUELA,Title 8,2
2021,Remaining,FEB,Other,IL,Single Adults,BRAZIL,Title 8,5
2021,Remaining,FEB,Other,IL,Single Adults,CANADA,Title 8,51
2021,Remaining,FEB,Other,IL,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,1
2021,Remaining,FEB,Other,IL,Single Adults,COLOMBIA,Title 8,5
2021,Remaining,FEB,Other,IL,Single Adults,ECUADOR,Title 8,3
2021,Remaining,FEB,Other,IL,Single Adults,GUATEMALA,Title 8,2
2021,Remaining,FEB,Other,IL,Single Adults,INDIA,Title 8,43
2021,Remaining,FEB,Other,IL,Single Adults,MEXICO,Title 8,116
2021,Remaining,FEB,Other,IL,Single Adults,OTHER,Title 8,64
2021,Remaining,FEB,Other,IL,Single Adults,PHILIPPINES,Title 8,2
2021,Remaining,FEB,Other,IL,Single Adults,ROMANIA,Title 8,1
2021,Remaining,FEB,Other,IL,Single Adults,TURKEY,Title 8,1
2021,Remaining,FEB,Other,IL,Single Adults,UKRAINE,Title 8,6
2021,Remaining,FEB,Other,IL,Single Adults,VENEZUELA,Title 8,9
2021,Remaining,FEB,Other,IL,UC / Single Minors,CANADA,Title 8,1
2021,Remaining,FEB,Other,IL,UC / Single Minors,MEXICO,Title 8,1
2021,Remaining,FEB,Other,LA,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,273
2021,Remaining,FEB,Other,LA,Single Adults,COLOMBIA,Title 8,6
2021,Remaining,FEB,Other,LA,Single Adults,EL SALVADOR,Title 8,2
2021,Remaining,FEB,Other,LA,Single Adults,GUATEMALA,Title 8,4
2021,Remaining,FEB,Other,LA,Single Adults,HONDURAS,Title 8,12
2021,Remaining,FEB,Other,LA,Single Adults,INDIA,Title 8,124
2021,Remaining,FEB,Other,LA,Single Adults,MEXICO,Title 8,18
2021,Remaining,FEB,Other,LA,Single Adults,MYANMAR (BURMA),Title 8,36
2021,Remaining,FEB,Other,LA,Single Adults,NICARAGUA,Title 8,1
2021,Remaining,FEB,Other,LA,Single Adults,OTHER,Title 8,75
2021,Remaining,FEB,Other,LA,Single Adults,PERU,Title 8,22
2021,Remaining,FEB,Other,LA,Single Adults,PHILIPPINES,Title 8,326
2021,Remaining,FEB,Other,LA,Single Adults,ROMANIA,Title 8,4
2021,Remaining,FEB,Other,LA,Single Adults,RUSSIA,Title 8,65
2021,Remaining,FEB,Other,LA,Single Adults,TURKEY,Title 8,7
2021,Remaining,FEB,Other,LA,Single Adults,UKRAINE,Title 8,95
